template_id,display_name_zh,plain_description_zh,narrative_purpose_zh,emotional_effects_zh,when_to_use_zh,when_not_to_use_zh,reference_image_filename,reference_rights_note,preferred_aspect_ratio,shot_size_zh,focal_length_mm_optional,camera_view_description_zh,character_a_blocking_zh,character_b_blocking_zh,movement_description_zh,continuity_rules_zh,prompt_semantics_zh,acceptance_checks_zh,director_notes_zh

